Great Wall of China (China),40.4319118,116.5681862
Christ the Redeemer (Brazil),-22.951911,-43.2126759
Macchu Picchu (Peru),-13.163136,-72.5471516
Chichen Itza (Mexico),20.6797322,-88.5688967
Roman Colosseum (Italy),41.8902142,12.4900422
Taj Mahal (India),27.1751496,78.0399535
Petra (Jordan),30.3206627,35.4656455
